n,data_type,algorithm,correctness_rate,avg_natural_run_count,avg_natural_normalized_run_count,avg_natural_run_cv,avg_natural_max_run_ratio,avg_natural_max_to_avg_ratio,avg_natural_run_entropy_bound_nH,avg_adjusted_run_count,avg_adjusted_normalized_run_count,avg_adjusted_run_cv,avg_adjusted_max_run_ratio,avg_adjusted_max_to_avg_ratio,avg_adjusted_run_entropy_bound_nH,avg_minrun,avg_insertion_ratio,avg_extended_run_count,avg_weighted_merge_workload,avg_merge_comparisons,run_count_retention_ratio,entropy_retention_ratio,run_cv_change,max_run_ratio_change
5000,near_minrun_boundary,powersort_style_with_minrun,1.0,126.0,0.0252,0.09072948803999722,0.0082,1.0332,34833.43145026354,125.0,0.025,0.0,0.008,1.0,34828.92142331048,40.0,0.504,63.0,34880.0,17422.0,0.9920634920634921,0.9998705259067141,-0.09072948803999722,-0.00020000000000000052
5000,near_minrun_boundary,powersort_style_without_minrun,1.0,126.0,0.0252,0.09072948803999722,0.0082,1.0332,34833.43145026354,126.0,0.0252,0.09072948803999722,0.0082,1.0332,34833.43145026354,0.0,0.0,0.0,34921.0,17522.0,1.0,1.0,0.0,0.0
5000,near_minrun_boundary,timsort_style_with_minrun,1.0,126.0,0.0252,0.09072948803999722,0.0082,1.0332,34833.43145026354,125.0,0.025,0.0,0.008,1.0,34828.92142331048,40.0,0.504,63.0,34920.0,17222.0,0.9920634920634921,0.9998705259067141,-0.09072948803999722,-0.00020000000000000052
5000,near_minrun_boundary,timsort_style_without_minrun,1.0,126.0,0.0252,0.09072948803999722,0.0082,1.0332,34833.43145026354,126.0,0.0252,0.09072948803999722,0.0082,1.0332,34833.43145026354,0.0,0.0,0.0,34960.0,17223.0,1.0,1.0,0.0,0.0
5000,nearly_sorted,powersort_style_with_minrun,1.0,194.6,0.038919999999999996,0.9912702646150917,0.032479999999999995,6.31312,35112.4563869729,110.6,0.02212,0.3484693964671647,0.02968,3.2619999999999996,33602.16824428366,40.0,0.68664,86.2,33886.0,31425.2,0.5683453237410072,0.9569871123214958,-0.642800868147927,-0.0027999999999999935
5000,nearly_sorted,powersort_style_without_minrun,1.0,194.6,0.038919999999999996,0.9912702646150917,0.032479999999999995,6.31312,35112.4563869729,194.6,0.038919999999999996,0.9912702646150917,0.032479999999999995,6.31312,35112.4563869729,0.0,0.0,0.0,36428.6,33186.8,1.0,1.0,0.0,0.0
5000,nearly_sorted,timsort_style_with_minrun,1.0,194.6,0.038919999999999996,0.9912702646150917,0.032479999999999995,6.31312,35112.4563869729,110.6,0.02212,0.3484693964671647,0.02968,3.2619999999999996,33602.16824428366,40.0,0.68664,86.2,35884.8,33731.4,0.5683453237410072,0.9569871123214958,-0.642800868147927,-0.0027999999999999935
5000,nearly_sorted,timsort_style_without_minrun,1.0,194.6,0.038919999999999996,0.9912702646150917,0.032479999999999995,6.31312,35112.4563869729,194.6,0.038919999999999996,0.9912702646150917,0.032479999999999995,6.31312,35112.4563869729,0.0,0.0,0.0,38835.2,36030.6,1.0,1.0,0.0,0.0
5000,one_huge_tail_minrun_aware,powersort_style_with_minrun,1.0,6.0,0.0012,2.1287367145797997,0.96,5.76,1675.8465643895465,6.0,0.0012,2.1287367145797997,0.96,5.76,1675.8465643895465,40.0,0.0,0.0,5520.0,5000.0,1.0,1.0,0.0,0.0
5000,one_huge_tail_minrun_aware,powersort_style_without_minrun,1.0,6.0,0.0012,2.1287367145797997,0.96,5.76,1675.8465643895465,6.0,0.0012,2.1287367145797997,0.96,5.76,1675.8465643895465,0.0,0.0,0.0,5520.0,5000.0,1.0,1.0,0.0,0.0
5000,one_huge_tail_minrun_aware,timsort_style_with_minrun,1.0,6.0,0.0012,2.1287367145797997,0.96,5.76,1675.8465643895465,6.0,0.0012,2.1287367145797997,0.96,5.76,1675.8465643895465,40.0,0.0,0.0,5520.0,5000.0,1.0,1.0,0.0,0.0
5000,one_huge_tail_minrun_aware,timsort_style_without_minrun,1.0,6.0,0.0012,2.1287367145797997,0.96,5.76,1675.8465643895465,6.0,0.0012,2.1287367145797997,0.96,5.76,1675.8465643895465,0.0,0.0,0.0,5520.0,5000.0,1.0,1.0,0.0,0.0
5000,one_huge_tail_raw_runs,powersort_style_with_minrun,1.0,501.0,0.1002,17.879599548088315,0.8,400.79999999999995,12575.424759098973,26.0,0.0052,3.96,0.8,20.799999999999997,8253.496664211532,40.0,0.2,25.0,9800.0,6160.0,0.05189620758483034,0.6563195138390613,-13.919599548088314,0.0
5000,one_huge_tail_raw_runs,powersort_style_without_minrun,1.0,501.0,0.1002,17.879599548088315,0.8,400.79999999999995,12575.424759098973,501.0,0.1002,17.879599548088315,0.8,400.79999999999995,12575.424759098973,0.0,0.0,0.0,14228.0,8342.0,1.0,1.0,0.0,0.0
5000,one_huge_tail_raw_runs,timsort_style_with_minrun,1.0,501.0,0.1002,17.879599548088315,0.8,400.79999999999995,12575.424759098973,26.0,0.0052,3.96,0.8,20.799999999999997,8253.496664211532,40.0,0.2,25.0,9880.0,6160.0,0.05189620758483034,0.6563195138390613,-13.919599548088314,0.0
5000,one_huge_tail_raw_runs,timsort_style_without_minrun,1.0,501.0,0.1002,17.879599548088315,0.8,400.79999999999995,12575.424759098973,501.0,0.1002,17.879599548088315,0.8,400.79999999999995,12575.424759098973,0.0,0.0,0.0,13984.0,8432.0,1.0,1.0,0.0,0.0
5000,random,powersort_style_with_minrun,1.0,2066.4,0.41328,0.28562480025775494,0.00132,2.7275199999999997,54803.62745302728,125.0,0.025,0.0,0.008,1.0,34828.92142331048,40.0,1.0,125.0,34880.0,34639.8,0.06049167634533488,0.6355221915403809,-0.28562480025775494,0.00668
5000,random,powersort_style_without_minrun,1.0,2066.4,0.41328,0.28562480025775494,0.00132,2.7275199999999997,54803.62745302728,2066.4,0.41328,0.28562480025775494,0.00132,2.7275199999999997,54803.62745302728,0.0,0.0,0.0,55152.4,51885.8,1.0,1.0,0.0,0.0
5000,random,timsort_style_with_minrun,1.0,2066.4,0.41328,0.28562480025775494,0.00132,2.7275199999999997,54803.62745302728,125.0,0.025,0.0,0.008,1.0,34828.92142331048,40.0,1.0,125.0,34920.0,34680.8,0.06049167634533488,0.6355221915403809,-0.28562480025775494,0.00668
5000,random,timsort_style_without_minrun,1.0,2066.4,0.41328,0.28562480025775494,0.00132,2.7275199999999997,54803.62745302728,2066.4,0.41328,0.28562480025775494,0.00132,2.7275199999999997,54803.62745302728,0.0,0.0,0.0,59352.4,55726.8,1.0,1.0,0.0,0.0
5000,skewed_runs,powersort_style_with_minrun,1.0,8.0,0.0016,1.7253323853681064,0.6956,5.5648,8705.804047789019,8.0,0.0016,1.7253323853681064,0.6956,5.5648,8705.804047789019,40.0,0.0,0.0,10000.0,4346.0,1.0,1.0,0.0,0.0
5000,skewed_runs,powersort_style_without_minrun,1.0,8.0,0.0016,1.7253323853681064,0.6956,5.5648,8705.804047789019,8.0,0.0016,1.7253323853681064,0.6956,5.5648,8705.804047789019,0.0,0.0,0.0,10000.0,4346.0,1.0,1.0,0.0,0.0
5000,skewed_runs,timsort_style_with_minrun,1.0,8.0,0.0016,1.7253323853681064,0.6956,5.5648,8705.804047789019,8.0,0.0016,1.7253323853681064,0.6956,5.5648,8705.804047789019,40.0,0.0,0.0,9566.0,3694.0,1.0,1.0,0.0,0.0
5000,skewed_runs,timsort_style_without_minrun,1.0,8.0,0.0016,1.7253323853681064,0.6956,5.5648,8705.804047789019,8.0,0.0016,1.7253323853681064,0.6956,5.5648,8705.804047789019,0.0,0.0,0.0,9566.0,3694.0,1.0,1.0,0.0,0.0
10000,alternating_minrun_large_runs,powersort_style_with_minrun,1.0,100.0,0.01,0.6,0.016,1.6,63657.842846620966,100.0,0.01,0.6,0.016,1.6,63657.842846620966,40.0,0.0,0.0,67200.0,33720.0,1.0,1.0,0.0,0.0
10000,alternating_minrun_large_runs,powersort_style_without_minrun,1.0,100.0,0.01,0.6,0.016,1.6,63657.842846620966,100.0,0.01,0.6,0.016,1.6,63657.842846620966,0.0,0.0,0.0,67200.0,33720.0,1.0,1.0,0.0,0.0
10000,alternating_minrun_large_runs,timsort_style_with_minrun,1.0,100.0,0.01,0.6,0.016,1.6,63657.842846620966,100.0,0.01,0.6,0.016,1.6,63657.842846620966,40.0,0.0,0.0,68800.0,34600.0,1.0,1.0,0.0,0.0
10000,alternating_minrun_large_runs,timsort_style_without_minrun,1.0,100.0,0.01,0.6,0.016,1.6,63657.842846620966,100.0,0.01,0.6,0.016,1.6,63657.842846620966,0.0,0.0,0.0,68800.0,34600.0,1.0,1.0,0.0,0.0
10000,alternating_small_large_raw_runs,powersort_style_with_minrun,1.0,304.0,0.0304,0.9408448968878984,0.0064,1.9456000000000002,74429.12379549477,228.0,0.0228,0.13338665600426453,0.0052,1.1856,78201.64751593134,40.0,0.61,153.0,78724.0,43312.0,0.75,1.0506861229591007,-0.8074582408836339,-0.0012000000000000005
10000,alternating_small_large_raw_runs,powersort_style_without_minrun,1.0,304.0,0.0304,0.9408448968878984,0.0064,1.9456000000000002,74429.12379549477,304.0,0.0304,0.9408448968878984,0.0064,1.9456000000000002,74429.12379549477,0.0,0.0,0.0,83136.0,41614.0,1.0,1.0,0.0,0.0
10000,alternating_small_large_raw_runs,timsort_style_with_minrun,1.0,304.0,0.0304,0.9408448968878984,0.0064,1.9456000000000002,74429.12379549477,228.0,0.0228,0.13338665600426453,0.0052,1.1856,78201.64751593134,40.0,0.61,153.0,80084.0,41932.0,0.75,1.0506861229591007,-0.8074582408836339,-0.0012000000000000005
10000,alternating_small_large_raw_runs,timsort_style_without_minrun,1.0,304.0,0.0304,0.9408448968878984,0.0064,1.9456000000000002,74429.12379549477,304.0,0.0304,0.9408448968878984,0.0064,1.9456000000000002,74429.12379549477,0.0,0.0,0.0,86400.0,44120.0,1.0,1.0,0.0,0.0
10000,balanced_runs,powersort_style_with_minrun,1.0,8.0,0.0008,0.0,0.125,1.0,30000.0,8.0,0.0008,0.0,0.125,1.0,30000.0,40.0,0.0,0.0,30000.0,15000.0,1.0,1.0,0.0,0.0
10000,balanced_runs,powersort_style_without_minrun,1.0,8.0,0.0008,0.0,0.125,1.0,30000.0,8.0,0.0008,0.0,0.125,1.0,30000.0,0.0,0.0,0.0,30000.0,15000.0,1.0,1.0,0.0,0.0
10000,balanced_runs,timsort_style_with_minrun,1.0,8.0,0.0008,0.0,0.125,1.0,30000.0,8.0,0.0008,0.0,0.125,1.0,30000.0,40.0,0.0,0.0,30000.0,15000.0,1.0,1.0,0.0,0.0
10000,balanced_runs,timsort_style_without_minrun,1.0,8.0,0.0008,0.0,0.125,1.0,30000.0,8.0,0.0008,0.0,0.125,1.0,30000.0,0.0,0.0,0.0,30000.0,15000.0,1.0,1.0,0.0,0.0
10000,duplicate_heavy,powersort_style_with_minrun,1.0,4057.0,0.40570000000000006,0.3097115117971361,0.0007199999999999999,2.92014,119257.24383445198,250.0,0.025,0.0,0.004,1.0,79657.842846621,40.0,1.0,250.0,79760.0,75815.6,0.06162188809465122,0.6679497218399476,-0.3097115117971361,0.00328
10000,duplicate_heavy,powersort_style_without_minrun,1.0,4057.0,0.40570000000000006,0.3097115117971361,0.0007199999999999999,2.92014,119257.24383445198,4057.0,0.40570000000000006,0.3097115117971361,0.0007199999999999999,2.92014,119257.24383445198,0.0,0.0,0.0,119982.8,109756.0,1.0,1.0,0.0,0.0
10000,duplicate_heavy,timsort_style_with_minrun,1.0,4057.0,0.40570000000000006,0.3097115117971361,0.0007199999999999999,2.92014,119257.24383445198,250.0,0.025,0.0,0.004,1.0,79657.842846621,40.0,1.0,250.0,79840.0,75960.2,0.06162188809465122,0.6679497218399476,-0.3097115117971361,0.00328
10000,duplicate_heavy,timsort_style_without_minrun,1.0,4057.0,0.40570000000000006,0.3097115117971361,0.0007199999999999999,2.92014,119257.24383445198,4057.0,0.40570000000000006,0.3097115117971361,0.0007199999999999999,2.92014,119257.24383445198,0.0,0.0,0.0,127040.6,116562.2,1.0,1.0,0.0,0.0
10000,exponential_runs,powersort_style_with_minrun,1.0,6.0,0.0006,1.0312051978146735,0.5079,3.0473999999999997,18820.79835355877,6.0,0.0006,1.0312051978146735,0.5079,3.0473999999999997,18820.79835355877,40.0,0.0,0.0,18889.0,9841.0,1.0,1.0,0.0,0.0
10000,exponential_runs,powersort_style_without_minrun,1.0,6.0,0.0006,1.0312051978146735,0.5079,3.0473999999999997,18820.79835355877,6.0,0.0006,1.0312051978146735,0.5079,3.0473999999999997,18820.79835355877,0.0,0.0,0.0,18889.0,9841.0,1.0,1.0,0.0,0.0
10000,exponential_runs,timsort_style_with_minrun,1.0,6.0,0.0006,1.0312051978146735,0.5079,3.0473999999999997,18820.79835355877,6.0,0.0006,1.0312051978146735,0.5079,3.0473999999999997,18820.79835355877,40.0,0.0,0.0,18889.0,9841.0,1.0,1.0,0.0,0.0
10000,exponential_runs,timsort_style_without_minrun,1.0,6.0,0.0006,1.0312051978146735,0.5079,3.0473999999999997,18820.79835355877,6.0,0.0006,1.0312051978146735,0.5079,3.0473999999999997,18820.79835355877,0.0,0.0,0.0,18889.0,9841.0,1.0,1.0,0.0,0.0
10000,many_tiny_runs,powersort_style_with_minrun,1.0,5000.0,0.5,0.0,0.0002,1.0,122877.12379548527,250.0,0.025,0.0,0.004,1.0,79657.842846621,40.0,1.0,250.0,79760.0,39720.0,0.05,0.6482723584839294,0.0,0.0038
10000,many_tiny_runs,powersort_style_without_minrun,1.0,5000.0,0.5,0.0,0.0002,1.0,122877.12379548527,5000.0,0.5,0.0,0.0002,1.0,122877.12379548527,0.0,0.0,0.0,123616.0,61752.0,1.0,1.0,0.0,0.0
10000,many_tiny_runs,timsort_style_with_minrun,1.0,5000.0,0.5,0.0,0.0002,1.0,122877.12379548527,250.0,0.025,0.0,0.004,1.0,79657.842846621,40.0,1.0,250.0,79840.0,39320.0,0.05,0.6482723584839294,0.0,0.0038
10000,many_tiny_runs,timsort_style_without_minrun,1.0,5000.0,0.5,0.0,0.0002,1.0,122877.12379548527,5000.0,0.5,0.0,0.0002,1.0,122877.12379548527,0.0,0.0,0.0,126320.0,59608.0,1.0,1.0,0.0,0.0
10000,near_minrun_boundary,powersort_style_with_minrun,1.0,250.0,0.025,0.025,0.0041,1.025,79653.33395487332,250.0,0.025,0.0,0.004,1.0,79657.842846621,40.0,0.5,125.0,79760.0,39845.0,1.0,1.000056606440984,-0.025,-0.00010000000000000026
10000,near_minrun_boundary,powersort_style_without_minrun,1.0,250.0,0.025,0.025,0.0041,1.025,79653.33395487332,250.0,0.025,0.025,0.0041,1.025,79653.33395487332,0.0,0.0,0.0,79760.0,40041.0,1.0,1.0,0.0,0.0
10000,near_minrun_boundary,timsort_style_with_minrun,1.0,250.0,0.025,0.025,0.0041,1.025,79653.33395487332,250.0,0.025,0.0,0.004,1.0,79657.842846621,40.0,0.5,125.0,79840.0,39445.0,1.0,1.000056606440984,-0.025,-0.00010000000000000026
10000,near_minrun_boundary,timsort_style_without_minrun,1.0,250.0,0.025,0.025,0.0041,1.025,79653.33395487332,250.0,0.025,0.025,0.0041,1.025,79653.33395487332,0.0,0.0,0.0,79840.0,39445.0,1.0,1.0,0.0,0.0
10000,nearly_sorted,powersort_style_with_minrun,1.0,384.6,0.03846,0.9513880346864043,0.01744,6.710459999999999,80298.37928142553,222.8,0.02228,0.3298585001922506,0.01678,3.7376400000000003,77415.08523389127,40.0,0.69608,174.4,77990.8,72837.4,0.5793031721268851,0.964092749152146,-0.6215295344941537,-0.0006600000000000009
10000,nearly_sorted,powersort_style_without_minrun,1.0,384.6,0.03846,0.9513880346864043,0.01744,6.710459999999999,80298.37928142553,384.6,0.03846,0.9513880346864043,0.01744,6.710459999999999,80298.37928142553,0.0,0.0,0.0,83019.2,76918.2,1.0,1.0,0.0,0.0
10000,nearly_sorted,timsort_style_with_minrun,1.0,384.6,0.03846,0.9513880346864043,0.01744,6.710459999999999,80298.37928142553,222.8,0.02228,0.3298585001922506,0.01678,3.7376400000000003,77415.08523389127,40.0,0.69608,174.4,81834.6,76682.6,0.5793031721268851,0.964092749152146,-0.6215295344941537,-0.0006600000000000009
10000,nearly_sorted,timsort_style_without_minrun,1.0,384.6,0.03846,0.9513880346864043,0.01744,6.710459999999999,80298.37928142553,384.6,0.03846,0.9513880346864043,0.01744,6.710459999999999,80298.37928142553,0.0,0.0,0.0,89216.6,82942.2,1.0,1.0,0.0,0.0
10000,one_huge_tail_minrun_aware,powersort_style_with_minrun,1.0,6.0,0.0006,2.1824023460397948,0.9800000000000001,5.88,1878.7910443956794,6.0,0.0006,2.1824023460397948,0.9800000000000001,5.88,1878.7910443956794,40.0,0.0,0.0,10520.0,10000.0,1.0,1.0,0.0,0.0
10000,one_huge_tail_minrun_aware,powersort_style_without_minrun,1.0,6.0,0.0006,2.1824023460397948,0.9800000000000001,5.88,1878.7910443956794,6.0,0.0006,2.1824023460397948,0.9800000000000001,5.88,1878.7910443956794,0.0,0.0,0.0,10520.0,10000.0,1.0,1.0,0.0,0.0
10000,one_huge_tail_minrun_aware,timsort_style_with_minrun,1.0,6.0,0.0006,2.1824023460397948,0.9800000000000001,5.88,1878.7910443956794,6.0,0.0006,2.1824023460397948,0.9800000000000001,5.88,1878.7910443956794,40.0,0.0,0.0,10520.0,10000.0,1.0,1.0,0.0,0.0
10000,one_huge_tail_minrun_aware,timsort_style_without_minrun,1.0,6.0,0.0006,2.1824023460397948,0.9800000000000001,5.88,1878.7910443956794,6.0,0.0006,2.1824023460397948,0.9800000000000001,5.88,1878.7910443956794,0.0,0.0,0.0,10520.0,10000.0,1.0,1.0,0.0,0.0
10000,one_huge_tail_raw_runs,powersort_style_with_minrun,1.0,1001.0,0.1001,25.291896726026703,0.8,800.8000000000001,27150.849518197494,51.0,0.0051,5.628569978244919,0.8,40.8,18506.99332842308,40.0,0.2,50.0,21680.0,13320.0,0.05094905094905095,0.6816358845795604,-19.663326747781785,0.0
10000,one_huge_tail_raw_runs,powersort_style_without_minrun,1.0,1001.0,0.1001,25.291896726026703,0.8,800.8000000000001,27150.849518197494,1001.0,0.1001,25.291896726026703,0.8,800.8000000000001,27150.849518197494,0.0,0.0,0.0,30454.0,17678.0,1.0,1.0,0.0,0.0
10000,one_huge_tail_raw_runs,timsort_style_with_minrun,1.0,1001.0,0.1001,25.291896726026703,0.8,800.8000000000001,27150.849518197494,51.0,0.0051,5.628569978244919,0.8,40.8,18506.99332842308,40.0,0.2,50.0,21760.0,13320.0,0.05094905094905095,0.6816358845795604,-19.663326747781785,0.0
10000,one_huge_tail_raw_runs,timsort_style_without_minrun,1.0,1001.0,0.1001,25.291896726026703,0.8,800.8000000000001,27150.849518197494,1001.0,0.1001,25.291896726026703,0.8,800.8000000000001,27150.849518197494,0.0,0.0,0.0,29968.0,17864.0,1.0,1.0,0.0,0.0
10000,random,powersort_style_with_minrun,1.0,4143.0,0.4143,0.28506392510292994,0.0006399999999999999,2.65118,119644.91588179853,250.0,0.025,0.0,0.004,1.0,79657.842846621,40.0,1.0,250.0,79760.0,79250.4,0.06034274680183442,0.6657854390178837,-0.28506392510292994,0.00336
10000,random,powersort_style_without_minrun,1.0,4143.0,0.4143,0.28506392510292994,0.0006399999999999999,2.65118,119644.91588179853,4143.0,0.4143,0.28506392510292994,0.0006399999999999999,2.65118,119644.91588179853,0.0,0.0,0.0,120334.2,113737.0,1.0,1.0,0.0,0.0
10000,random,timsort_style_with_minrun,1.0,4143.0,0.4143,0.28506392510292994,0.0006399999999999999,2.65118,119644.91588179853,250.0,0.025,0.0,0.004,1.0,79657.842846621,40.0,1.0,250.0,79840.0,79333.8,0.06034274680183442,0.6657854390178837,-0.28506392510292994,0.00336
10000,random,timsort_style_without_minrun,1.0,4143.0,0.4143,0.28506392510292994,0.0006399999999999999,2.65118,119644.91588179853,4143.0,0.4143,0.28506392510292994,0.0006399999999999999,2.65118,119644.91588179853,0.0,0.0,0.0,127992.0,120794.2,1.0,1.0,0.0,0.0
10000,skewed_runs,powersort_style_with_minrun,1.0,8.0,0.0008,1.7253322462644693,0.6956,5.5648,17411.61804520777,8.0,0.0008,1.7253322462644693,0.6956,5.5648,17411.61804520777,40.0,0.0,0.0,20002.0,8696.0,1.0,1.0,0.0,0.0
10000,skewed_runs,powersort_style_without_minrun,1.0,8.0,0.0008,1.7253322462644693,0.6956,5.5648,17411.61804520777,8.0,0.0008,1.7253322462644693,0.6956,5.5648,17411.61804520777,0.0,0.0,0.0,20002.0,8696.0,1.0,1.0,0.0,0.0
10000,skewed_runs,timsort_style_with_minrun,1.0,8.0,0.0008,1.7253322462644693,0.6956,5.5648,17411.61804520777,8.0,0.0008,1.7253322462644693,0.6956,5.5648,17411.61804520777,40.0,0.0,0.0,18698.0,6957.0,1.0,1.0,0.0,0.0
10000,skewed_runs,timsort_style_without_minrun,1.0,8.0,0.0008,1.7253322462644693,0.6956,5.5648,17411.61804520777,8.0,0.0008,1.7253322462644693,0.6956,5.5648,17411.61804520777,0.0,0.0,0.0,18698.0,6957.0,1.0,1.0,0.0,0.0
